A,21-Jan-2019,71.93,71.93,71.93,71.93,0
AA,21-Jan-2019,29.27,29.27,29.27,29.27,0
AAC,21-Jan-2019,2.77,2.77,2.77,2.77,0
AAN,21-Jan-2019,48.44,48.44,48.44,48.44,0
AAP,21-Jan-2019,167.61,167.61,167.61,167.61,0
AAT,21-Jan-2019,40.73,40.73,40.73,40.73,0
AB,21-Jan-2019,30.09,30.09,30.09,30.09,0
ABB,21-Jan-2019,19.45,19.45,19.45,19.45,0
ABBV,21-Jan-2019,89.5,89.5,89.5,89.5,0
ABC,21-Jan-2019,79.86,79.86,79.86,79.86,0
ABEV,21-Jan-2019,4.75,4.75,4.75,4.75,0
ABG,21-Jan-2019,72.63,72.63,72.63,72.63,0
ABM,21-Jan-2019,35.98,35.98,35.98,35.98,0
ABR,21-Jan-2019,11.33,11.33,11.33,11.33,0
ABR-A,21-Jan-2019,25.6,25.6,25.6,25.6,0
ABR-B,21-Jan-2019,25.36,25.36,25.36,25.36,0
ABR-C,21-Jan-2019,25.76,25.76,25.76,25.76,0
ABT,21-Jan-2019,71.42,71.42,71.42,71.42,0
AC,21-Jan-2019,40.62,40.62,40.62,40.62,0
ACA,21-Jan-2019,29.81,29.81,29.81,29.81,0
ACB,21-Jan-2019,6.44,6.44,6.44,6.44,0
ACC,21-Jan-2019,43.41,43.41,43.41,43.41,0
ACCO,21-Jan-2019,8.83,8.83,8.83,8.83,0
ACH,21-Jan-2019,9.29,9.29,9.29,9.29,0
ACM,21-Jan-2019,30.16,30.16,30.16,30.16,0
ACN,21-Jan-2019,150.45,150.45,150.45,150.45,0
ACP,21-Jan-2019,11.49,11.49,11.49,11.49,0
ACRE,21-Jan-2019,13.92,13.92,13.92,13.92,0
ACV,21-Jan-2019,20.95,20.95,20.95,20.95,0
ADC,21-Jan-2019,61.7,61.7,61.7,61.7,0
ADM,21-Jan-2019,44.26,44.26,44.26,44.26,0
ADNT,21-Jan-2019,19.78,19.78,19.78,19.78,0
ADS,21-Jan-2019,172.52,172.52,172.52,172.52,0
ADSW,21-Jan-2019,24.94,24.94,24.94,24.94,0
ADT,21-Jan-2019,7.33,7.33,7.33,7.33,0
ADX,21-Jan-2019,13.65,13.65,13.65,13.65,0
AEB,21-Jan-2019,20.51,20.51,20.51,20.51,0
AED,21-Jan-2019,25.76,25.76,25.76,25.76,0
AEE,21-Jan-2019,67.24,67.24,67.24,67.24,0
AEG,21-Jan-2019,5.19,5.19,5.19,5.19,0
AEH,21-Jan-2019,25.66,25.66,25.66,25.66,0
AEL,21-Jan-2019,30.91,30.91,30.91,30.91,0
AEM,21-Jan-2019,38.99,38.99,38.99,38.99,0
